
"(PDH-CSV 4.0)","\\NIKKI\Processor(_Total)\% Processor Time"
"05/04/2015 11:47:18.343","10.304551"
"05/04/2015 11:47:19.343","18.104164"
"05/04/2015 11:47:20.343","11.084516"
"05/04/2015 11:47:21.343","16.544234"
"05/04/2015 11:47:22.343","13.424402"
"05/04/2015 11:47:23.344","11.084516"
"05/04/2015 11:47:24.344","7.964674"
"05/04/2015 11:47:25.344","14.204358"
"05/04/2015 11:47:26.344","7.184709"
"05/04/2015 11:47:27.344","22.783927"
"05/04/2015 11:47:28.344","9.524595"
"05/04/2015 11:47:29.344","11.084516"
"05/04/2015 11:47:30.358","31.541933"
"05/04/2015 11:47:31.358","6.404754"
"05/04/2015 11:47:32.358","12.644437"
"05/04/2015 11:47:33.358","9.524595"
"05/04/2015 11:47:34.358","11.864481"
"05/04/2015 11:47:35.358","10.304551"
"05/04/2015 11:47:36.358","14.984323"
"05/04/2015 11:47:37.358","18.884120"
"05/04/2015 11:47:38.358","25.123803"
"05/04/2015 11:47:39.358","22.783917"
"05/04/2015 11:47:40.359","21.224006"
"05/04/2015 11:47:41.359","7.184709"
"05/04/2015 11:47:42.359","21.224006"
"05/04/2015 11:47:43.359","5.624788"
"05/04/2015 11:47:44.359","7.964674"
"05/04/2015 11:47:45.359","16.544244"
"05/04/2015 11:47:46.359","7.184709"
"05/04/2015 11:47:47.359","7.184719"
"05/04/2015 11:47:48.359","23.563882"
"05/04/2015 11:47:49.359","7.964674"
"05/04/2015 11:47:50.380","12.913336"
"05/04/2015 11:47:51.380","30.583521"
"05/04/2015 11:47:52.381","13.510895"
"05/04/2015 11:47:53.382","6.498250"
"05/04/2015 11:47:54.382","9.524595"
"05/04/2015 11:47:55.382","10.304551"
"05/04/2015 11:47:56.382","8.744640"
"05/04/2015 11:47:57.382","13.424392"
"05/04/2015 11:47:58.384","10.394170"
"05/04/2015 11:47:59.384","22.783917"
"05/04/2015 11:48:00.384","10.304561"
"05/04/2015 11:48:01.384","7.184709"
"05/04/2015 11:48:02.384","19.664085"
"05/04/2015 11:48:03.384","9.524595"
"05/04/2015 11:48:04.384","10.304551"
"05/04/2015 11:48:05.384","11.084516"
"05/04/2015 11:48:06.384","7.184719"
"05/04/2015 11:48:07.384","17.324199"
"05/04/2015 11:48:08.384","11.864471"
"05/04/2015 11:48:09.384","20.444041"
"05/04/2015 11:48:10.384","9.524595"
"05/04/2015 11:48:11.384","4.844833"
"05/04/2015 11:48:12.384","15.764278"
"05/04/2015 11:48:13.384","7.184719"
"05/04/2015 11:48:14.384","14.984313"
"05/04/2015 11:48:15.409","9.360080"
"05/04/2015 11:48:16.409","14.204358"
"05/04/2015 11:48:17.409","9.524595"
